,num,title,date,status,stream,area,wg,area2,key words
4655,3883,Detecting Inactive Neighbors over OSPF Demand Circuits (DC), October 2004 , PROPOSED STANDARD, IETF, rtg, ospf,OSPF," [--------|p], OSPF-DC, Open Shortest Path First "
4656,3882,Configuring BGP to Block Denial-of-Service Attacks, September 2004 , INFORMATIONAL, INDEPENDENT,null,null,BGP," dos, border gateway protocol "
4657,3881,Security Audit and Access Accountability Message XML Data Definitions for Healthcare Applications, September 2004 , INFORMATIONAL, INDEPENDENT,null,null,,
4658,3880,Call Processing Language (CPL): A Language for User Control of Internet Telephony Services, October 2004 , PROPOSED STANDARD, IETF, rai, iptel,,
4659,3879,Deprecating Site Local Addresses, September 2004 , PROPOSED STANDARD, IETF, int, ipv6,IPv6," [--------|p], ipv6, architecture "
4660,3878,Alarm Reporting Control Management Information Base (MIB), September 2004 , PROPOSED STANDARD, IETF, ops, disman,,
4661,3877,Alarm Management Information Base (MIB), September 2004 , PROPOSED STANDARD, IETF, ops, disman,,
4662,3876,Returning Matched Values with the Lightweight Directory Access Protocol version 3 (LDAPv3), September 2004 , PROPOSED STANDARD, IETF,null, NON WORKING GROUP,"LDAP, URN"," [--------|p], attribute, filter ,  [--------|p], attribute, filter "
4663,3875,The Common Gateway Interface (CGI) Version 1.1, October 2004 , INFORMATIONAL, INDEPENDENT,null,null,,
4664,3874,A 224-bit One-way Hash Function: SHA-224, September 2004 , INFORMATIONAL, IETF, sec, pkix,,
4665,3873,Stream Control Transmission Protocol (SCTP) Management Information Base (MIB), September 2004 , PROPOSED STANDARD, IETF, rai, sigtran,"SMI, SCTP"," [--------|p] ,  [--------|p] "
4666,3872,Management Information Base for Telephony Routing over IP (TRIP), September 2004 , PROPOSED STANDARD, IETF, rai, iptel,,
4667,3871,Operational Security Requirements for Large Internet Service Provider (ISP) IP Network Infrastructure, September 2004 , INFORMATIONAL, IETF,null, NON WORKING GROUP,,
4668,3870,application/rdf+xml Media Type Registration, September 2004 , INFORMATIONAL, IETF,null, NON WORKING GROUP,MIME," xml, extensible markup language, mime, multipurpose internet mail extensions, rdf, resource description framework "
4669,3869,IAB Concerns and Recommendations Regarding Internet Research and Evolution, August 2004 , INFORMATIONAL, IAB,null,null,,
4670,3868,Signalling Connection Control Part User Adaptation Layer (SUA), October 2004 , PROPOSED STANDARD, IETF, rai, sigtran,"SMI, SCTP"," [--------|p], sctp, stream control transmission protocol, modular, symmetric, signalling gateway, signalling endpoint architecture ,  [--------|p], sctp, stream control transmission protocol, modular, symmetric, signalling gateway, signalling endpoint architecture "
4671,3867,Payment Application Programmers Interface (API) for v1.0 Internet Open Trading Protocol (IOTP), November 2004 , INFORMATIONAL, IETF, app, trade,,
4672,3866,Language Tags and Ranges in the Lightweight Directory Access Protocol (LDAP), July 2004 , PROPOSED STANDARD, IETF,null, NON WORKING GROUP,LDAP," [--------|p], lightweight, directory, access, protocol, servers "
4673,3865,A No Soliciting Simple Mail Transfer Protocol (SMTP) Service Extension, September 2004 , PROPOSED STANDARD, IETF,null, NON WORKING GROUP,,
4674,3864,Registration Procedures for Message Header Fields, September 2004 , BEST CURRENT PRACTICE, IETF,null, NON WORKING GROUP,HTTP," [--------|b], Internet mail, HTTP, Netnews "
4675,3863,Presence Information Data Format (PIDF), August 2004 , PROPOSED STANDARD, IETF, app, impp,,
4676,3862,Common Presence and Instant Messaging (CPIM): Message Format, August 2004 , PROPOSED STANDARD, IETF, app, impp,PIM," [--------|p], instant messaging and presence protocol, message/cpim "
4677,3861,Address Resolution for Instant Messaging and Presence, August 2004 , PROPOSED STANDARD, IETF, app, impp,,
4678,3860,Common Profile for Instant Messaging (CPIM), August 2004 , PROPOSED STANDARD, IETF, app, impp,PIM," [--------|p], data formats, semantics, instant messaging "
4679,3859,Common Profile for Presence (CPP), August 2004 , PROPOSED STANDARD, IETF, app, impp,,
4680,3858,An Extensible Markup Language (XML) Based Format for Watcher Information, August 2004 , PROPOSED STANDARD, IETF,null, NON WORKING GROUP,,
4681,3857,A Watcher Information Event Template-Package for the Session Initiation Protocol (SIP), August 2004 , PROPOSED STANDARD, IETF, rai, simple,SIP,
4682,3856,A Presence Event Package for the Session Initiation Protocol (SIP), August 2004 , PROPOSED STANDARD, IETF, rai, simple,SIP,subscription notification 
4683,3855,Transporting Secure/Multipurpose Internet Mail Extensions (S/MIME) Objects in X.400, July 2004 , PROPOSED STANDARD, IETF, sec, smime,MIME," [--------|p], cms, cryptographic message syntax message "
4684,3854,Securing X.400 Content with Secure/Multipurpose Internet Mail Extensions (S/MIME), July 2004 , PROPOSED STANDARD, IETF, sec, smime,MIME," [--------|p], encryption, cryptographic signature "
4685,3853,S/MIME Advanced Encryption Standard (AES) Requirement for the Session Initiation Protocol (SIP), July 2004 , PROPOSED STANDARD, IETF, rai, sip,"MIME, SIP"," [SIP|p], application-layer, application, layer, multimedia, multicast, unicast ,  [SIP|p], application-layer, application, layer, multimedia, multicast, unicast "
4686,3852,Cryptographic Message Syntax (CMS), July 2004 , PROPOSED STANDARD, IETF, sec, smime,,
4687,3851,Secure/Multipurpose Internet Mail Extensions (S/MIME) Version 3.1 Message Specification, July 2004 , PROPOSED STANDARD, IETF, sec, smime,MIME," [--------|p], secure, multipurpose, internet, mail, extensions, encryption "
4688,3850,Secure/Multipurpose Internet Mail Extensions (S/MIME) Version 3.1 Certificate Handling, July 2004 , PROPOSED STANDARD, IETF, sec, smime,MIME," [--------|p], x.509, encryption, certificate, multipurpose, internet, mail, extensions, secure "
4689,3849,IPv6 Address Prefix Reserved for Documentation, July 2004 , INFORMATIONAL, IETF,null, NON WORKING GROUP,IPv6," unicast, site-local, link-local "
4690,3848,ESMTP and LMTP Transmission Types Registration, July 2004 , DRAFT STANDARD, IETF,null, NON WORKING GROUP,SMI," [--------|d], smtp, simple mail transfer protocol  "
4691,3847,Restart Signaling for Intermediate System to Intermediate System (IS-IS), July 2004 , INFORMATIONAL, IETF, rtg, isis,IS-IS," LSP database synchronization, transient routing disruption, database synchronization "
4692,3846,Mobile IPv4 Extension for Carrying Network Access Identifiers, June 2004 , PROPOSED STANDARD, IETF, int, mip4,IPv4," [--------|p], nai, internet protocol, home aaa server, ha server, home agents "
4693,3845,DNS Security (DNSSEC) NextSECure (NSEC) RDATA Format, August 2004 , PROPOSED STANDARD, IETF, int, dnsext,DNS," dnssec, DNS Security, rr, resource record, DNS-SECEXT, dns, authentication, nsec, nextsecure "
4694,3844,IETF Problem Resolution Process, August 2004 , INFORMATIONAL, IETF, gen, problem,,
4695,3843,RObust Header Compression (ROHC): A Compression Profile for IP, June 2004 , PROPOSED STANDARD, IETF, tsv, rohc,ROHC," [--------|p], compression protocols "
4696,3842,A Message Summary and Message Waiting Indication Event Package for the Session Initiation Protocol (SIP), August 2004 , PROPOSED STANDARD, IETF, rai, sipping,SIP," [--------|p], message waiting status, message summary "
4697,3841,Caller Preferences for the Session Initiation Protocol (SIP), August 2004 , PROPOSED STANDARD, IETF, rai, sip,SIP," [--------|p], Uniform Resource Identifiers, URI, Accept-Contact, Reject-Contact, Request-Disposition "
4698,3840,Indicating User Agent Capabilities in the Session Initiation Protocol (SIP), August 2004 , PROPOSED STANDARD, IETF, rai, sip,SIP," [--------|p], ua, contact header field "
4699,3839,MIME Type Registrations for 3rd Generation Partnership Project (3GPP) Multimedia files, July 2004 , PROPOSED STANDARD, IETF,null, NON WORKING GROUP,MIME," [--------|p], standard MIME types, 3GPP multimedia file format, ISO Media File Format "
4700,3838,"Policy, Authorization, and Enforcement Requirements of the Open Pluggable Edge Services (OPES)", August 2004 , INFORMATIONAL, IETF, app, opes,,
4701,3837,Security Threats and Risks for Open Pluggable Edge Services (OPES), August 2004 , INFORMATIONAL, IETF, app, opes,,
4702,3836,Requirements for Open Pluggable Edge Services (OPES) Callout Protocols, August 2004 , INFORMATIONAL, IETF, app, opes,,
4703,3835,An Architecture for Open Pluggable Edge Services (OPES), August 2004 , INFORMATIONAL, IETF, app, opes,,
4704,3834,Recommendations for Automatic Responses to Electronic Mail, August 2004 , PROPOSED STANDARD, IETF,null, NON WORKING GROUP,,
4705,3833,Threat Analysis of the Domain Name System (DNS), August 2004 , INFORMATIONAL, IETF, int, dnsext,DNS," data disclosure, security, authentication "
4706,3832,Remote Service Discovery in the Service Location Protocol (SLP) via DNS SRV, July 2004 , EXPERIMENTAL, IETF,null, NON WORKING GROUP,DNS," [DNS-SRV|e], domain, name, system, resource, record "
4707,3831,Transmission of IPv6 Packets over Fibre Channel, July 2004 , PROPOSED STANDARD, IETF, ops, imss,"IPv6, SMI"," [--------|p], addresses, link-local, internet protocol ,  [--------|p], addresses, link-local, internet protocol "
4708,3830,MIKEY: Multimedia Internet KEYing, August 2004 , PROPOSED STANDARD, IETF, sec, msec,,
4709,3829,Lightweight Directory Access Protocol (LDAP) Authorization Identity Request and Response Controls, July 2004 , INFORMATIONAL, IETF,null, NON WORKING GROUP,LDAP, bind operation 
4710,3828,The Lightweight User Datagram Protocol (UDP-Lite), July 2004 , PROPOSED STANDARD, IETF, tsv, tsvwg,,
4711,3827,Additional Snoop Datalink Types, June 2004 , INFORMATIONAL, IETF,null, NON WORKING GROUP,,
4712,3826,The Advanced Encryption Standard (AES) Cipher Algorithm in the SNMP User-based Security Model, June 2004 , PROPOSED STANDARD, IETF,null, NON WORKING GROUP,SNMP,"management information base, simple network management protocol "
4713,3825,Dynamic Host Configuration Protocol Option for Coordinate-based Location Configuration Information, July 2004 , PROPOSED STANDARD, IETF, rai, geopriv,,
4714,3824,Using E.164 numbers with the Session Initiation Protocol (SIP), June 2004 , INFORMATIONAL, IETF, rai, sipping,SIP," telephone records, applications "
4715,3823,MIME Media Type for the Systems Biology Markup Language (SBML), June 2004 , INFORMATIONAL, IETF,null, NON WORKING GROUP,MIME," sub-type application/sbml+xml, systems biology community "
4716,3822,Finding Fibre Channel over TCP/IP (FCIP) Entities Using Service Location Protocol version 2 (SLPv2), July 2004 , PROPOSED STANDARD, IETF, tsv, ips,,
4717,3821,Fibre Channel Over TCP/IP (FCIP), July 2004 , PROPOSED STANDARD, IETF, tsv, ips,,
4718,3820,Internet X.509 Public Key Infrastructure (PKI) Proxy Certificate Profile, June 2004 , PROPOSED STANDARD, IETF, sec, pkix,,
4719,3819,Advice for Internet Subnetwork Designers, July 2004 , BEST CURRENT PRACTICE, IETF, tsv, pilc,,
4720,3818,IANA Considerations for the Point-to-Point Protocol (PPP), June 2004 , BEST CURRENT PRACTICE, IETF, int, pppext,,
4721,3817,Layer 2 Tunneling Protocol (L2TP) Active Discovery Relay for PPP over Ethernet (PPPoE), June 2004 , INFORMATIONAL, IETF, int, l2tpext,,
4722,3816,Definitions of Managed Objects for RObust Header Compression (ROHC), June 2004 , PROPOSED STANDARD, IETF, tsv, rohc,ROHC," [--------|p], mib, management information base "
4723,3815,"Definitions of Managed Objects for the Multiprotocol Label Switching (MPLS), Label Distribution Protocol (LDP)", June 2004 , PROPOSED STANDARD, IETF, rtg, mpls,"MPLS, LDP"," [--------|p] ,  [--------|p] "
4724,3814,Multiprotocol Label Switching (MPLS) Forwarding Equivalence Class To Next Hop Label Forwarding Entry (FEC-To-NHLFE) Management Information Base (MIB), June 2004 , PROPOSED STANDARD, IETF, rtg, mpls,MPLS, [--------|p] 
4725,3813,Multiprotocol Label Switching (MPLS) Label Switching Router (LSR) Management Information Base (MIB), June 2004 , PROPOSED STANDARD, IETF, rtg, mpls,MPLS,  
4726,3812,Multiprotocol Label Switching (MPLS) Traffic Engineering (TE) Management Information Base (MIB), June 2004 , PROPOSED STANDARD, IETF, rtg, mpls,MPLS, [--------|p] 
4727,3811,Definitions of Textual Conventions (TCs) for Multiprotocol Label Switching (MPLS) Management, June 2004 , PROPOSED STANDARD, IETF, rtg, mpls,MPLS," [--------|p], management information base "
4728,3810,Multicast Listener Discovery Version 2 (MLDv2) for IPv6, June 2004 , PROPOSED STANDARD, IETF, int, magma,IPv6," [--------|p], ssm, source filtering, igmp, group management, mld "
4729,3809,Generic Requirements for Provider Provisioned Virtual Private Networks (PPVPN), June 2004 , INFORMATIONAL, IETF, int, l3vpn,,
4730,3808,IANA Charset MIB, June 2004 , INFORMATIONAL, INDEPENDENT,null,null,,
4731,3807,V5.2-User Adaptation Layer (V5UA), June 2004 , PROPOSED STANDARD, IETF, rai, sigtran,"IMAP, SCTP"," [--------|p], v5, v5.1, v5.2, backhauling, imap, sctp, isdn, access network, c-path, c-channel, efa, envelope function address, lapv5, pstn, v5ptm, mgc, gateway controller, gateway ,  [--------|p], v5, v5.1, v5.2, backhauling, imap, sctp, isdn, access network, c-path, c-channel, efa, envelope function address, lapv5, pstn, v5ptm, mgc, gateway controller, gateway "
4732,3806,Printer Finishing MIB, June 2004 , INFORMATIONAL, INDEPENDENT,null,null,SNMP," finisher, snmp "
4733,3805,Printer MIB v2, June 2004 , PROPOSED STANDARD, IETF,null, NON WORKING GROUP,SNMP," [Print-MIB|p], Management Information Base, snmp, management "
4734,3804,Voice Profile for Internet Mail (VPIM) Addressing, June 2004 , PROPOSED STANDARD, IETF, app, vpim,PIM," [--------|p], formats "
4735,3803,Content Duration MIME Header Definition, June 2004 , DRAFT STANDARD, IETF, app, vpim,MIME," [CONT-DUR|d], multipurpose internet mail extensions, time, media "
4736,3802,Toll Quality Voice - 32 kbit/s Adaptive Differential Pulse Code Modulation (ADPCM) MIME Sub-type Registration, June 2004 , DRAFT STANDARD, IETF, app, vpim,MIME," [MIME-ADPCM|d], multipurpose, internet, mail, extensions, audio "
4737,3801,Voice Profile for Internet Mail - version 2 (VPIMv2), June 2004 , DRAFT STANDARD, IETF, app, vpim,"MIME, PIM"," [MIME-VP2|d], vpim, messaging ,  [MIME-VP2|d], vpim, messaging "
4738,3798,Message Disposition Notification, May 2004 , DRAFT STANDARD, IETF,null, NON WORKING GROUP,MIME," [EMF-MDN|d], MDN, media-type, MIME, multipurpose internet mail extensions "
4739,3797,Publicly Verifiable Nominations Committee (NomCom) Random Selection, June 2004 , INFORMATIONAL, IETF,null, NON WORKING GROUP,,
4740,3796,Survey of IPv4 Addresses in Currently Deployed IETF Operations &amp; Management Area Standards Track and Experimental Documents, June 2004 , INFORMATIONAL, IETF, ops, v6ops,IPv4, 
4741,3795,Survey of IPv4 Addresses in Currently Deployed IETF Application Area Standards Track and Experimental Documents, June 2004 , INFORMATIONAL, IETF, ops, v6ops,IPv4, 
4742,3794,Survey of IPv4 Addresses in Currently Deployed IETF Transport Area Standards Track and Experimental Documents, June 2004 , INFORMATIONAL, IETF, ops, v6ops,IPv4, 
4743,3793,Survey of IPv4 Addresses in Currently Deployed IETF Sub-IP Area Standards Track and Experimental Documents, June 2004 , INFORMATIONAL, IETF, ops, v6ops,IPv4, 
4744,3792,Survey of IPv4 Addresses in Currently Deployed IETF Security Area Standards Track and Experimental Documents, June 2004 , INFORMATIONAL, IETF, ops, v6ops,IPv4,  
4745,3791,Survey of IPv4 Addresses in Currently Deployed IETF Routing Area Standards Track and Experimental Documents, June 2004 , INFORMATIONAL, IETF, ops, v6ops,IPv4, 
4746,3790,Survey of IPv4 Addresses in Currently Deployed IETF Internet Area Standards Track and Experimental Documents, June 2004 , INFORMATIONAL, IETF, ops, v6ops,IPv4, 
4747,3789,Introduction to the Survey of IPv4 Addresses in Currently Deployed IETF Standards Track and Experimental Documents, June 2004 , INFORMATIONAL, IETF, ops, v6ops,IPv4,  
4748,3788,Security Considerations for Signaling Transport (SIGTRAN) Protocols, June 2004 , PROPOSED STANDARD, IETF, rai, sigtran,,
4749,3787,Recommendations for Interoperable IP Networks using Intermediate System to Intermediate System (IS-IS), May 2004 , INFORMATIONAL, IETF, rtg, isis,IS-IS, routing traffic 
4750,3786,Extending the Number of Intermediate System to Intermediate System (IS-IS) Link State PDU (LSP) Fragments Beyond the 256 Limit, May 2004 , INFORMATIONAL, IETF, rtg, isis,IS-IS,  
4751,3785,Use of Interior Gateway Protocol (IGP) Metric as a second MPLS Traffic Engineering (TE) Metric, May 2004 , BEST CURRENT PRACTICE, IETF, subip, tewg,MPLS," [--------|b], link, bandwidth router "
4752,3784,Intermediate System to Intermediate System (IS-IS) Extensions for Traffic Engineering (TE), June 2004 , INFORMATIONAL, IETF, rtg, isis,IS-IS," link state protocol, lsp "
4753,3783,Small Computer Systems Interface (SCSI) Command Ordering Considerations with iSCSI, May 2004 , INFORMATIONAL, IETF, tsv, ips,,
4754,3782,The NewReno Modification to TCP's Fast Recovery Algorithm, April 2004 , PROPOSED STANDARD, IETF, tsv, tsvwg,SMI," [--------|p], Transmission, Control, Protocol "
4755,3781,Next Generation Structure of Management Information (SMIng) Mappings to the Simple Network Management Protocol (SNMP), May 2004 , EXPERIMENTAL, INDEPENDENT,null,null,"SMI, SNMP"," data definition language ,  data definition language "
4756,3780,SMIng - Next Generation Structure of Management Information, May 2004 , EXPERIMENTAL, INDEPENDENT,null,null,SMI," [--------|e], data definition language "
4757,3779,X.509 Extensions for IP Addresses and AS Identifiers, June 2004 , PROPOSED STANDARD, IETF, sec, pkix,,
4758,3778,The application/pdf Media Type, May 2004 , INFORMATIONAL, IETF,null, NON WORKING GROUP,,
4759,3777,"IAB and IESG Selection, Confirmation, and Recall Process: Operation of the Nominating and Recall Committees", June 2004 , BEST CURRENT PRACTICE, IETF, gen, nomcom,,
4760,3776,Using IPsec to Protect Mobile IPv6 Signaling Between Mobile Nodes and Home Agents, June 2004 , PROPOSED STANDARD, IETF, int, mobileip,IPv6," [--------|p], security, internet protocol "
4761,3775,Mobility Support in IPv6, June 2004 , PROPOSED STANDARD, IETF, int, mobileip,IPv6," [--------], internet protocol, nodes "
4762,3774,IETF Problem Statement, May 2004 , INFORMATIONAL, IETF, gen, problem,,
4763,3773,High-Level Requirements for Internet Voice Mail, June 2004 , INFORMATIONAL, IETF, app, vpim,PIM," ivm, internet voice messaging, voice profile for internet mail, vpim "
4764,3772,Point-to-Point Protocol (PPP) Vendor Protocol, May 2004 , PROPOSED STANDARD, IETF, int, pppext,,
4765,3771,The Lightweight Directory Access Protocol (LDAP) Intermediate Response Message, April 2004 , PROPOSED STANDARD, IETF,null, NON WORKING GROUP,LDAP,"LDAPv3, LDAv3, x.500 "
4766,3770,Certificate Extensions and Attributes Supporting Authentication in Point-to-Point Protocol (PPP) and Wireless Local Area Networks (WLAN), May 2004 , PROPOSED STANDARD, IETF, sec, pkix,,
4767,3769,Requirements for IPv6 Prefix Delegation, June 2004 , INFORMATIONAL, IETF, int, ipv6,IPv6, internet protocol version 6 
4768,3768,Virtual Router Redundancy Protocol (VRRP), April 2004 , DRAFT STANDARD, IETF, rtg, vrrp,VRRP," [VRRP|d], vrrp, lan, local, area, network, ip, internet, protocol "
4769,3767,Securely Available Credentials Protocol, June 2004 , PROPOSED STANDARD, IETF, sec, sacred,,
4770,3766,Determining Strengths For Public Keys Used For Exchanging Symmetric Keys, April 2004 , BEST CURRENT PRACTICE, IETF,null, NON WORKING GROUP,,
4771,3765,NOPEER Community for Border Gateway Protocol (BGP) Route Scope Control, April 2004 , INFORMATIONAL, INDEPENDENT,null,null,BGP," peer connections, propagated "
4772,3764,enumservice registration for Session Initiation Protocol (SIP) Addresses-of-Record, April 2004 , PROPOSED STANDARD, IETF, rai, enum,SIP," [--------|p], aor, electronic number "
4773,3763,One-way Active Measurement Protocol (OWAMP) Requirements, April 2004 , INFORMATIONAL, IETF, tsv, ippm,,
4774,3762,Telephone Number Mapping (ENUM) Service Registration for H.323, April 2004 , PROPOSED STANDARD, IETF, rai, enum,,
4775,3761,The E.164 to Uniform Resource Identifiers (URI) Dynamic Delegation Discovery System (DDDS) Application (ENUM), April 2004 , PROPOSED STANDARD, IETF, rai, enum,,
4776,3760,Securely Available Credentials (SACRED) - Credential Server Framework, April 2004 , INFORMATIONAL, IETF, sec, sacred,,
4777,3759,RObust Header Compression (ROHC): Terminology and Channel Mapping Examples, April 2004 , INFORMATIONAL, IETF, tsv, rohc,ROHC," encapsulating, security, payload, real-time, transport, protocol, user, datagram "
4778,3758,Stream Control Transmission Protocol (SCTP) Partial Reliability Extension, May 2004 , PROPOSED STANDARD, IETF, tsv, tsvwg,"SMI, SCTP"," [--------|p], init, init ack, forward tsn ,  [--------|p], init, init ack, forward tsn "
4779,3757,Domain Name System KEY (DNSKEY) Resource Record (RR) Secure Entry Point (SEP) Flag, April 2004 , PROPOSED STANDARD, IETF, int, dnsext,DNS, dnssec 
4780,3756,IPv6 Neighbor Discovery (ND) Trust Models and Threats, May 2004 , INFORMATIONAL, IETF, int, send,IPv6," authentication, security key management "
4781,3755,Legacy Resolver Compatibility for Delegation Signer (DS), May 2004 , PROPOSED STANDARD, IETF, int, dnsext,DNS," dnssec, DNS Security, rr, resource record, DNS-SECEXT, dns, authentication, nsec, nextsecure "
4782,3754,IP Multicast in Differentiated Services (DS) Networks, April 2004 , INFORMATIONAL, INDEPENDENT,null,null,,
4783,3753,Mobility Related Terminology, June 2004 , INFORMATIONAL, IETF, tsv, seamoby,,
4784,3752,Open Pluggable Edge Services (OPES) Use Cases and Deployment Scenarios, April 2004 , INFORMATIONAL, IETF, app, opes,,
4785,3751,Omniscience Protocol Requirements, 1 April 2004 , INFORMATIONAL, INDEPENDENT,null,null,,
4786,3750,Unmanaged Networks IPv6 Transition Scenarios, April 2004 , INFORMATIONAL, IETF, ops, v6ops,IPv6," single subnet, gateway, isp, internet service provider "
4787,3749,Transport Layer Security Protocol Compression Methods, May 2004 , PROPOSED STANDARD, IETF, sec, tls,TLS," [--------|p], tls, lossless data compression, handshake protocol "
4788,3748,Extensible Authentication Protocol (EAP), June 2004 , PROPOSED STANDARD, IETF, int, eap,,
4789,3747,The Differentiated Services Configuration MIB, April 2004 , PROPOSED STANDARD, IETF, ops, snmpconf,,
4790,3746,Forwarding and Control Element Separation (ForCES) Framework, April 2004 , INFORMATIONAL, IETF, rtg, forces,,
4791,3745,MIME Type Registrations for JPEG 2000 (ISO/IEC 15444), April 2004 , PROPOSED STANDARD, IETF,null, NON WORKING GROUP,MIME," [--------|p], multipurpose internet mail extensions, joint photographic experts group "
4792,3744,Web Distributed Authoring and Versioning (WebDAV) Access Control Protocol, May 2004 , PROPOSED STANDARD, IETF, app, webdav,,
4793,3743,"Joint Engineering Team (JET) Guidelines for Internationalized Domain Names (IDN) Registration and Administration for Chinese, Japanese, and Korean", April 2004 , INFORMATIONAL, INDEPENDENT,null,null,,
4794,3742,Limited Slow-Start for TCP with Large Congestion Windows, March 2004 , EXPERIMENTAL, IETF, tsv, tsvwg,SMI," [--------|e], transmission control protocol "
4795,3741,"Exclusive XML Canonicalization, Version 1.0", March 2004 , INFORMATIONAL, IETF, sec, xmldsig,,
4796,3740,The Multicast Group Security Architecture, March 2004 , INFORMATIONAL, IETF, sec, msec,,
4797,3739,Internet X.509 Public Key Infrastructure: Qualified Certificates Profile, March 2004 , PROPOSED STANDARD, IETF, sec, pkix,,
4798,3738,Wave and Equation Based Rate Control (WEBRC) Building Block, April 2004 , EXPERIMENTAL, IETF, tsv, rmt,,
4799,3737,IANA Guidelines for the Registry of Remote Monitoring (RMON) MIB modules, April 2004 , PROPOSED STANDARD, IETF, ops, rmonmib,,
4800,3736,Stateless Dynamic Host Configuration Protocol (DHCP) Service for IPv6, April 2004 , PROPOSED STANDARD, IETF, int, dhc,IPv6, [--------|p] 
4801,3735,Guidelines for Extending the Extensible Provisioning Protocol (EPP), March 2004 , INFORMATIONAL, IETF, app, provreg,EPP,  
4802,3734,Extensible Provisioning Protocol (EPP) Transport Over TCP, March 2004 , PROPOSED STANDARD, IETF, app, provreg,"EPP, TLS","mapping, client, server, tls, transport layer security , mapping, client, server, tls, transport layer security "
4803,3733,Extensible Provisioning Protocol (EPP) Contact Mapping, March 2004 , PROPOSED STANDARD, IETF, app, provreg,EPP,"syntax, semantics "
4804,3732,Extensible Provisioning Protocol (EPP) Host Mapping, March 2004 , PROPOSED STANDARD, IETF, app, provreg,EPP,"syntax, semantics "
4805,3731,Extensible Provisioning Protocol (EPP) Domain Name Mapping, March 2004 , PROPOSED STANDARD, IETF, app, provreg,EPP,"syntax, semantics "
4806,3730,Extensible Provisioning Protocol (EPP), March 2004 , PROPOSED STANDARD, IETF, app, provreg,EPP,shared framework mapping 
4807,3729,Application Performance Measurement MIB, March 2004 , PROPOSED STANDARD, IETF, ops, rmonmib,,
4808,3728,Definitions of Managed Objects for Very High Speed Digital Subscriber Lines (VDSL), February 2004 , PROPOSED STANDARD, IETF, ops, adslmib,,
4809,3727,ASN.1 Module Definition for the LDAP and X.500 Component Matching Rules, February 2004 , PROPOSED STANDARD, IETF,null, NON WORKING GROUP,LDAP," [--------|p], lightweight directory access protocol "
4810,3726,Requirements for Signaling Protocols, April 2004 , INFORMATIONAL, IETF, tsv, nsis,,
4811,3725,Best Current Practices for Third Party Call Control (3pcc) in the Session Initiation Protocol (SIP), April 2004 , BEST CURRENT PRACTICE, IETF, rai, sipping,SIP, [--------|b] 
4812,3724,The Rise of the Middle and the Future of End-to-End: Reflections on the Evolution of the Internet Architecture, March 2004 , INFORMATIONAL, IAB,null,null,,
4813,3723,Securing Block Storage Protocols over IP, April 2004 , PROPOSED STANDARD, IETF, tsv, ips,,
4814,3722,String Profile for Internet Small Computer Systems Interface (iSCSI) Names, April 2004 , PROPOSED STANDARD, IETF, tsv, ips,,
4815,3721,Internet Small Computer Systems Interface (iSCSI) Naming and Discovery, April 2004 , INFORMATIONAL, IETF, tsv, ips,,
4816,3720,Internet Small Computer Systems Interface (iSCSI), April 2004 , PROPOSED STANDARD, IETF, tsv, ips,SMI," [--------|p], transport protocol, tcp, transmission control protocol "
4817,3719,Recommendations for Interoperable Networks using Intermediate System to Intermediate System (IS-IS), February 2004 , INFORMATIONAL, IETF, rtg, isis,IS-IS," routing, routeing, interior gateway protocol, igp, conformance, ip traffic "
4818,3718,"A Summary of Unicode Consortium Procedures, Policies, Stability, and Public Access", February 2004 , INFORMATIONAL, INDEPENDENT,null,null,,
4819,3717,IP over Optical Networks: A Framework, March 2004 , INFORMATIONAL, IETF, subip, ipo,,
4820,3716,The IETF in the Large:  Administration and Execution, March 2004 , INFORMATIONAL, IAB,null,null,,
4821,3715,IPsec-Network Address Translation (NAT) Compatibility Requirements, March 2004 , INFORMATIONAL, IETF, sec, ipsec,,
4822,3714,IAB Concerns Regarding Congestion Control for Voice Traffic in the Internet, March 2004 , INFORMATIONAL, IAB,null,null,VoIP," end-to-end, qos, qualify of service, voip, internet protocol "
4823,3713,A Description of the Camellia Encryption Algorithm, April 2004 , INFORMATIONAL, IETF,null, NON WORKING GROUP,,
4824,3712,Lightweight Directory Access Protocol (LDAP): Schema for Printer Services, February 2004 , INFORMATIONAL, INDEPENDENT,null,null,LDAP," object classes, attributes "
4825,3711,The Secure Real-time Transport Protocol (SRTP), March 2004 , PROPOSED STANDARD, IETF, rai, avt,RTP," [--------|p], authentication, traffic, cryptographic "
4826,3710,An IESG charter, February 2004 , INFORMATIONAL, IETF,null, IESG,,
4827,3709,Internet X.509 Public Key Infrastructure: Logotypes in X.509 Certificates, February 2004 , PROPOSED STANDARD, IETF, sec, pkix,,
4828,3708,Using TCP Duplicate Selective Acknowledgement (DSACKs) and Stream Control Transmission Protocol (SCTP) Duplicate Transmission Sequence Numbers (TSNs) to Detect Spurious Retransmissions, February 2004 , EXPERIMENTAL, IETF, tsv, tsvwg,"SMI, SCTP"," [--------|e] ,  [--------|e] "
4829,3707,Cross Registry Internet Service Protocol (CRISP) Requirements, February 2004 , INFORMATIONAL, IETF, app, crisp,,
4830,3706,A Traffic-Based Method of Detecting Dead Internet Key Exchange (IKE) Peers, February 2004 , INFORMATIONAL, IETF, sec, ipsec,,
