,num,title,date,status,stream,area,wg,area2,key words
4831,3705,High Capacity Textual Conventions for MIB Modules Using Performance History Based on 15 Minute Intervals, February 2004 , PROPOSED STANDARD, IETF, ops, adslmib,,
4832,3704,Ingress Filtering for Multihomed Networks, March 2004 , BEST CURRENT PRACTICE, IETF,null, NON WORKING GROUP,,
4833,3703,Policy Core Lightweight Directory Access Protocol (LDAP) Schema, February 2004 , PROPOSED STANDARD, IETF, ops, policy,LDAP," [--------|p], mapping classes "
4834,3702,"Authentication, Authorization, and Accounting Requirements for the Session Initiation Protocol (SIP)", February 2004 , INFORMATIONAL, IETF, rai, sipping,SIP, 
4835,3701,6bone (IPv6 Testing Address Allocation) Phaseout, March 2004 , INFORMATIONAL, INDEPENDENT,null,null,IPv6," internet, protocol, protocotype, software, architecture "
4836,3700,Internet Official Protocol Standards, July 2004 , HISTORIC, INDEPENDENT,null,null,,
4837,3698,Lightweight Directory Access Protocol (LDAP): Additional Matching Rules, February 2004 , PROPOSED STANDARD, IETF,null, NON WORKING GROUP,LDAP," [--------|p], lightweight, directory, access, protocol, directory services "
4838,3697,IPv6 Flow Label Specification, March 2004 , PROPOSED STANDARD, IETF, int, ipv6,IPv6," [--------|p], nodes, packets "
4839,3696,Application Techniques for Checking and Transformation of Names, February 2004 , INFORMATIONAL, INDEPENDENT,null,null,,
4840,3695,Compact Forward Error Correction (FEC) Schemes, February 2004 , EXPERIMENTAL, IETF, tsv, rmt,,
4841,3694,Threat Analysis of the Geopriv Protocol, February 2004 , INFORMATIONAL, IETF, rai, geopriv,,
4842,3693,Geopriv Requirements, February 2004 , INFORMATIONAL, IETF, rai, geopriv,,
4843,3692,Assigning Experimental and Testing Numbers Considered Useful, January 2004 , BEST CURRENT PRACTICE, IETF,null, NON WORKING GROUP,,
4844,3691,Internet Message Access Protocol (IMAP) UNSELECT command, February 2004 , PROPOSED STANDARD, IETF,null, NON WORKING GROUP,IMAP," [--------|p], mailbox session client "
4845,3690,IP Telephony Requirements for Emergency Telecommunication Service (ETS), February 2004 , INFORMATIONAL, IETF, rai, ieprep,,
4846,3689,General Requirements for Emergency Telecommunication Service (ETS), February 2004 , INFORMATIONAL, IETF, rai, ieprep,,
4847,3688,The IETF XML Registry, January 2004 , BEST CURRENT PRACTICE, IETF,null, NON WORKING GROUP,,
4848,3687,Lightweight Directory Access Protocol (LDAP) and X.500 Component Matching Rules, February 2004 , PROPOSED STANDARD, IETF,null, NON WORKING GROUP,LDAP,syntax data schema 
4849,3686,Using Advanced Encryption Standard (AES) Counter Mode With IPsec Encapsulating Security Payload (ESP), January 2004 , PROPOSED STANDARD, IETF, sec, ipsec,,
4850,3685,SIEVE Email Filtering: Spamtest and VirusTest Extensions, February 2004 , PROPOSED STANDARD, IETF,null, NON WORKING GROUP,,
4851,3684,Topology Dissemination Based on Reverse-Path Forwarding (TBRPF), February 2004 , EXPERIMENTAL, IETF, rtg, manet,,
4852,3683,A Practice for Revoking Posting Rights to IETF Mailing Lists, March 2004 , BEST CURRENT PRACTICE, IETF,null, NON WORKING GROUP,,
4853,3682,The Generalized TTL Security Mechanism (GTSM), February 2004 , EXPERIMENTAL, INDEPENDENT,null,null,,
4854,3681,Delegation of E.F.F.3.IP6.ARPA, January 2004 , BEST CURRENT PRACTICE, IETF,null, NON WORKING GROUP,DNS,"dns, domain name system "
4855,3680,A Session Initiation Protocol (SIP) Event Package for Registrations, March 2004 , PROPOSED STANDARD, IETF, rai, sipping,SIP," [--------|p], REGISTER, event package name, event package parameters "
4856,3679,Unused Dynamic Host Configuration Protocol (DHCP) Option Codes, January 2004 , INFORMATIONAL, IETF, int, dhc,,
4857,3678,Socket Interface Extensions for Multicast Source Filters, January 2004 , INFORMATIONAL, IETF, int, magma,,
4858,3677,IETF ISOC Board of Trustee Appointment Procedures, December 2003 , BEST CURRENT PRACTICE, IAB,null,null,,
4859,3676,The Text/Plain Format and DelSp Parameters, February 2004 , PROPOSED STANDARD, IETF,null, NON WORKING GROUP,MIME," [--------|p], media type, mime, multipurpose, internet, mail, extension "
4860,3675,.sex Considered Dangerous, February 2004 , INFORMATIONAL, INDEPENDENT,null,null,,
4861,3674,Feature Discovery in Lightweight Directory Access Protocol (LDAP), December 2003 , PROPOSED STANDARD, IETF,null, NON WORKING GROUP,LDAP,"elective extensions, mechanisms "
4862,3673,Lightweight Directory Access Protocol version 3 (LDAPv3): All Operational Attributes, December 2003 , PROPOSED STANDARD, IETF,null, NON WORKING GROUP,LDAP,"user mechanisms, extension "
4863,3672,Subentries in the Lightweight Directory Access Protocol (LDAP), December 2003 , PROPOSED STANDARD, IETF,null, NON WORKING GROUP,LDAP,special subtree 
4864,3671,Collective Attributes in the Lightweight Directory Access Protocol (LDAP), December 2003 , PROPOSED STANDARD, IETF,null, NON WORKING GROUP,LDAP,"x.500, information model schema "
4865,3670,Information Model for Describing Network Device QoS Datapath Mechanisms, January 2004 , PROPOSED STANDARD, IETF, ops, policy,,
4866,3669,Guidelines for Working Groups on Intellectual Property Issues, February 2004 , INFORMATIONAL, IETF, gen, ipr,,
4867,3668,Intellectual Property Rights in IETF Technology, February 2004 , BEST CURRENT PRACTICE, IETF, gen, ipr,,
4868,3667,IETF Rights in Contributions, February 2004 , BEST CURRENT PRACTICE, IETF, gen, ipr,,
4869,3666,Session Initiation Protocol (SIP) Public Switched Telephone Network (PSTN) Call Flows, December 2003 , BEST CURRENT PRACTICE, IETF, rai, sipping,SIP," user proxy, gateway, telephony "
4870,3665,Session Initiation Protocol (SIP) Basic Call Flow Examples, December 2003 , BEST CURRENT PRACTICE, IETF, rai, sipping,SIP," user agent, client proxy, redirect "
4871,3664,The AES-XCBC-PRF-128 Algorithm for the Internet Key Exchange Protocol (IKE), January 2004 , PROPOSED STANDARD, IETF, sec, ipsec,,
4872,3663,Domain Administrative Data in Lightweight Directory Access Protocol (LDAP), December 2003 , EXPERIMENTAL, INDEPENDENT,null,null,LDAP," [--------|e], referral types, well-known "
4873,3662,A Lower Effort Per-Domain Behavior (PDB) for Differentiated Services, December 2003 , INFORMATIONAL, INDEPENDENT,null,null,,
4874,3661,Media Gateway Control Protocol (MGCP) Return Code Usage, December 2003 , INFORMATIONAL, INDEPENDENT,null,null,URN," guidelines, call agent, implementation "
4875,3660,Basic Media Gateway Control Protocol (MGCP) Packages, December 2003 , INFORMATIONAL, Legacy,null,null,,
4876,3659,Extensions to FTP, March 2007 , PROPOSED STANDARD, IETF, app, ftpext,FTP,"[FTP|p], file transfer protocol, stream mode, data transfer storage"
4877,3658,Delegation Signer (DS) Resource Record (RR), December 2003 , PROPOSED STANDARD, IETF, int, dnsext,DNS," zone cut, zone key, security, dns, domain name system "
4878,3657,Use of the Camellia Encryption Algorithm in Cryptographic Message Syntax (CMS), January 2004 , PROPOSED STANDARD, IETF, sec, smime,,
4879,3656,The Mailbox Update (MUPDATE) Distributed Mailbox Database Protocol, December 2003 , EXPERIMENTAL, INDEPENDENT,null,null,"IMAP, POP3"," [--------|e], imap, pop3, post office protocol, internet message access ,  [--------|e], imap, pop3, post office protocol, internet message access "
4880,3655,Redefinition of DNS Authenticated Data (AD) bit, November 2003 , PROPOSED STANDARD, IETF, int, dnsext,DNS," DNS-SECEXT, dns, authentication "
4881,3654,Requirements for Separation of IP Control and Forwarding, November 2003 , INFORMATIONAL, IETF, rtg, forces,,
4882,3653,XML-Signature XPath Filter 2.0, December 2003 , INFORMATIONAL, IETF, sec, xmldsig,,
4883,3652,Handle System Protocol (ver 2.1) Specification, November 2003 , INFORMATIONAL, INDEPENDENT,null,null,,
4884,3651,Handle System Namespace and Service Definition, November 2003 , INFORMATIONAL, INDEPENDENT,null,null,,
4885,3650,Handle System Overview, November 2003 , INFORMATIONAL, INDEPENDENT,null,null,,
4886,3649,HighSpeed TCP for Large Congestion Windows, December 2003 , EXPERIMENTAL, IETF, tsv, tsvwg,SMI," [--------|e], transmission control protocol, round-trip, rate packet "
4887,3648,Web Distributed Authoring and Versioning (WebDAV) Ordered Collections Protocol, December 2003 , PROPOSED STANDARD, IETF, app, webdav,,
4888,3647,Internet X.509 Public Key Infrastructure Certificate Policy and Certification Practices Framework, November 2003 , INFORMATIONAL, IETF, sec, pkix,,
4889,3646,DNS Configuration options for Dynamic Host Configuration Protocol for IPv6 (DHCPv6), December 2003 , PROPOSED STANDARD, IETF, int, dhc,"DHCPv6, DNS, IPv6"," [--------|p], domain name system, service, server, client ,  [--------|p], domain name system, service, server, client ,  [--------|p], domain name system, service, server, client "
4890,3645,Generic Security Service Algorithm for Secret Key Transaction Authentication for DNS (GSS-TSIG), October 2003 , PROPOSED STANDARD, IETF, int, dnsext,DNS," [--------|p], TSIG, domain name system, transaction, signature "
4891,3644,Policy Quality of Service (QoS) Information Model, November 2003 , PROPOSED STANDARD, IETF, ops, policy,,
4892,3643,Fibre Channel (FC) Frame Encapsulation, December 2003 , PROPOSED STANDARD, IETF, tsv, ips,,
4893,3642,Common Elements of Generic String Encoding Rules (GSER) Encodings, October 2003 , INFORMATIONAL, IETF,null, NON WORKING GROUP,,
4894,3641,Generic String Encoding Rules (GSER) for ASN.1 Types, October 2003 , PROPOSED STANDARD, IETF,null, NON WORKING GROUP,,
4895,3640,RTP Payload Format for Transport of MPEG-4 Elementary Streams, November 2003 , PROPOSED STANDARD, IETF, rai, avt,RTP," [--------|p], real time transport protocol, audio video streams "
4896,3639,Considerations on the use of a Service Identifier in Packet Headers, October 2003 , INFORMATIONAL, IAB,null,null,,
4897,3638,Applicability Statement for Reclassification of RFC 1643 to Historic Status, September 2003 , INFORMATIONAL, IETF, ops, hubmib,SNMP," ETHER-MIB, MIB, Network, Management, SNMP, Ethernet "
4898,3637,Definitions of Managed Objects for the Ethernet WAN Interface Sublayer, September 2003 , PROPOSED STANDARD, IETF, ops, hubmib,,
4899,3636,Definitions of Managed Objects for IEEE 802.3 Medium Attachment Units (MAUs), September 2003 , PROPOSED STANDARD, IETF, ops, hubmib,,
4900,3635,Definitions of Managed Objects for the Ethernet-like Interface Types, September 2003 , PROPOSED STANDARD, IETF, ops, hubmib,,
4901,3634,Key Distribution Center (KDC) Server Address Sub-option for the Dynamic Host Configuration Protocol (DHCP) CableLabs Client Configuration (CCC) Option, December 2003 , PROPOSED STANDARD, IETF, int, dhc,,
4902,3633,IPv6 Prefix Options for Dynamic Host Configuration Protocol (DHCP) version 6, December 2003 , PROPOSED STANDARD, IETF, int, dhc,IPv6," [--------|p], automated delegation router "
4903,3632,VeriSign Registry Registrar Protocol (RRP) Version 2.0.0, November 2003 , INFORMATIONAL, Legacy,null,null,,
4904,3631,Security Mechanisms for the Internet, December 2003 , INFORMATIONAL, IAB,null,null,,
4905,3630,Traffic Engineering (TE) Extensions to OSPF Version 2, September 2003 , PROPOSED STANDARD, IETF, rtg, ospf,OSPF," [--------|p], open-shortest, path, first, ink, state, advertisement "
4906,3629,"UTF-8, a transformation format of ISO 10646", November 2003 , INTERNET STANDARD, IETF,null, NON WORKING GROUP,,
4907,3628,Policy Requirements for Time-Stamping Authorities (TSAs), November 2003 , INFORMATIONAL, IETF, sec, pkix,,
4908,3627,Use of /127 Prefix Length Between Routers Considered Harmful, September 2003 , HISTORIC, INDEPENDENT,null,null,,
4909,3626,Optimized Link State Routing Protocol (OLSR), October 2003 , EXPERIMENTAL, IETF, rtg, manet,,
4910,3625,The QCP File Format and Media Types for Speech Data, September 2003 , INFORMATIONAL, INDEPENDENT,null,null,VoIP," 13k, qcelp, audio, multimedia, voip, real time transport protocol, multipurpose internet mail extensions "
4911,3624,The Media Gateway Control Protocol (MGCP) Bulk Audit Package, November 2003 , INFORMATIONAL, INDEPENDENT,null,null,,
4912,3623,Graceful OSPF Restart, November 2003 , PROPOSED STANDARD, IETF, rtg, ospf,OSPF," [--------|p], open shortest path first, non-stop forwarding "
4913,3622,A Uniform Resource Name (URN) Namespace for the Liberty Alliance Project, February 2004 , INFORMATIONAL, INDEPENDENT,null,null,URN, federated network identity 
4914,3621,Power Ethernet MIB, December 2003 , PROPOSED STANDARD, IETF, ops, hubmib,,
4915,3620,The TUNNEL Profile, October 2003 , PROPOSED STANDARD, IETF, sec, idwg,,
4916,3619,Extreme Networks' Ethernet Automatic Protection Switching (EAPS) Version 1, October 2003 , INFORMATIONAL, INDEPENDENT,null,null,,
4917,3618,Multicast Source Discovery Protocol (MSDP), October 2003 , EXPERIMENTAL, IETF, rtg, msdp,"SDP, IPv4, PIM"," [--------|e], ipv4, pim-sm, independent multicast, sparse-mode, rp, rendezvous point ,  [--------|e], ipv4, pim-sm, independent multicast, sparse-mode, rp, rendezvous point ,  [--------|e], ipv4, pim-sm, independent multicast, sparse-mode, rp, rendezvous point "
4918,3617,Uniform Resource Identifier (URI) Scheme and Applicability Statement for the Trivial File Transfer Protocol (TFTP), October 2003 , INFORMATIONAL, INDEPENDENT,null,null,FTP,  
4919,3616,A Uniform Resource Name (URN) Namespace for Foundation for Intelligent Physical Agents (FIPA), September 2003 , INFORMATIONAL, INDEPENDENT,null,null,URN," URN NID, Uniform Resource Name Namespace Identification "
4920,3615,A Uniform Resource Name (URN) Namespace for SWIFT Financial Messaging, September 2003 , INFORMATIONAL, Legacy,null,null,URN," messaging service, interface software "
4921,3614,A Uniform Resource Name (URN) Namespace for the Motion Picture Experts Group (MPEG), September 2003 , INFORMATIONAL, INDEPENDENT,null,null,URN," iso, international organization standardization, multimedia, metadata, xml, classification, schemes, digital rights management "
4922,3613,Definition of a Uniform Resource Name (URN) Namespace for the Middleware Architecture Committee for Education (MACE), October 2003 , INFORMATIONAL, Legacy,null,null,URN," internet2, middleware "
4923,3612,Applicability Statement for Restart Mechanisms for the Label Distribution Protocol (LDP), September 2003 , INFORMATIONAL, IETF, rtg, mpls,"MPLS, LDP"," mpls, fault tolerence, high availability, multiprotocol label switching, cr-ldp, high availability restart ,  mpls, fault tolerence, high availability, multiprotocol label switching, cr-ldp, high availability restart "
4924,3611,RTP Control Protocol Extended Reports (RTCP XR), November 2003 , PROPOSED STANDARD, IETF, rai, avt,"RTP, SDP"," [--------|p], real time transport protocol, packet, type, sdp, session description, blocks ,  [--------|p], real time transport protocol, packet, type, sdp, session description, blocks "
4925,3610,Counter with CBC-MAC (CCM), September 2003 , INFORMATIONAL, INDEPENDENT,null,null,,
4926,3609,Tracing Requirements for Generic Tunnels, September 2003 , INFORMATIONAL, IETF, rtg, ccamp,,
4927,3608,Session Initiation Protocol (SIP) Extension Header Field for Service Route Discovery During Registration, October 2003 , PROPOSED STANDARD, IETF, rai, sip,SIP," [--------|p], user agent, domain, register "
4928,3607,Chinese Lottery Cryptanalysis Revisited: The Internet as a Codebreaking Tool, September 2003 , INFORMATIONAL, INDEPENDENT,null,null,,
4929,3606,Definitions of Supplemental Managed Objects for ATM Interface, November 2003 , PROPOSED STANDARD, IETF, ops, atommib,,
4930,3605,Real Time Control Protocol (RTCP) attribute in Session Description Protocol (SDP), October 2003 , PROPOSED STANDARD, IETF, rai, mmusic,SDP," [--------|p], nat, network access translation, port mapping "
4931,3604,Requirements for Adding Optical Support to the General Switch Management Protocol version 3 (GSMPv3), October 2003 , INFORMATIONAL, IETF, subip, gsmp,,
4932,3603,Private Session Initiation Protocol (SIP) Proxy-to-Proxy Extensions for Supporting the PacketCable Distributed Call Signaling Architecture, October 2003 , INFORMATIONAL, INDEPENDENT,null,null,SIP, network access coordination 
4933,3602,The AES-CBC Cipher Algorithm and Its Use with IPsec, September 2003 , PROPOSED STANDARD, IETF, sec, ipsec,,
4934,3601,Text String Notation for Dial Sequences and Global Switched Telephone Network (GSTN) / E.164 Addresses, September 2003 , PROPOSED STANDARD, IETF,null, NON WORKING GROUP,,
